0_1 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
7_64 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
7_65 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
7_66 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
7_67 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
7_68 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
7_69 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
7_72 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
7_73 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
7_76 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
7_77 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
8_4 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
8_7 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
8_10 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
8_12 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
8_15 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
8_16 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
8_17 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
8_18 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
8_23 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
8_24 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
8_25 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
8_26 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
8_27 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
8_28 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
8_29 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
8_30 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
8_35 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
8_38 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
8_39 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
8_40 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
8_41 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
8_42 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
8_43 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
8_44 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
8_51 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
8_52 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
8_53 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
8_55 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
8_57 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
8_59 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
8_61 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
8_62 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
8_64 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
8_67 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
8_68 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
8_69 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
8_71 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
8_72 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
8_74 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
8_77 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
9_1 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
9_2 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
9_3 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
9_4 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
9_5 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
9_12 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
9_13 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
9_18 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
9_23 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
9_24 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
9_25 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
9_26 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
9_27 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
9_28 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
9_30 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
9_32 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
9_34 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
9_38 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
9_44 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
9_47 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
9_51 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
9_53 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
9_54 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
9_55 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
9_56 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
9_58 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
9_60 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
9_61 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
9_64 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
9_66 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
9_67 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
9_68 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
9_69 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
9_70 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
9_71 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
9_73 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
9_74 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
9_75 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
9_76 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
10_0 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
10_4 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
10_12 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
10_13 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
10_14 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
10_15 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
10_21 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
10_25 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
10_26 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
10_27 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
10_28 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
10_32 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
10_34 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
10_35 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
10_38 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
10_43 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
10_47 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
10_49 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
10_50 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
10_61 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
10_62 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
10_64 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
10_65 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
10_66 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
10_67 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
10_69 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
10_70 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
10_73 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
10_74 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
11_6 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
11_8 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
11_12 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
11_13 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
11_14 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
11_15 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
11_21 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
11_24 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
11_27 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
11_28 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
11_31 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
11_44 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
11_45 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
11_50 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
11_51 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
11_52 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
11_58 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
11_60 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
11_61 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
11_62 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
11_63 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
11_64 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
11_67 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
11_69 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
11_70 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
11_71 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
11_74 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
12_12 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
12_13 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
12_14 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
12_15 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
12_16 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
12_23 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
12_24 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
12_28 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
12_29 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
12_33 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
12_35 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
12_36 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
12_41 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
12_44 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
12_45 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
12_46 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
12_51 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
12_52 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
12_54 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
12_56 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
12_58 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
12_59 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
12_60 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
12_61 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
12_62 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
12_63 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
12_64 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
12_65 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
12_66 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
12_68 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
12_70 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
12_72 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
12_74 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
12_75 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
12_77 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
13_0 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
13_3 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
13_6 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
13_7 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
13_8 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
13_9 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
13_11 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
13_12 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
13_14 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
13_15 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
13_17 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
13_18 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
13_20 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
13_21 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
13_24 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
13_26 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
13_29 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
13_30 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
13_35 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
13_39 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
13_40 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
13_42 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
13_43 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
13_45 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
13_48 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
13_54 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
13_57 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
13_58 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
13_60 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
13_63 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
13_66 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
13_67 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
13_68 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
13_70 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
13_73 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
13_74 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
13_75 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
13_76 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
13_77 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
14_1 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
14_3 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
14_4 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
14_5 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
14_6 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
14_7 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
14_9 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
14_11 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
14_12 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
14_14 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
14_18 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
14_22 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
14_23 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
14_24 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
14_25 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
14_30 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
14_31 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
14_33 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
14_34 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
14_35 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
14_36 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
14_37 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
14_41 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
14_42 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
14_43 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
14_47 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
14_48 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
14_52 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
14_54 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
14_56 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
14_57 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
14_58 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
14_59 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
14_60 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
14_61 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
14_62 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
14_63 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
14_67 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
14_68 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
14_72 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
14_73 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
14_74 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
14_75 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
14_76 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
15_2 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
15_3 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
15_4 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
15_6 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
15_9 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
15_13 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
15_19 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
15_21 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
15_22 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
15_23 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
15_30 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
15_31 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
15_33 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
15_34 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
15_36 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
15_50 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
15_53 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
15_54 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
15_55 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
15_56 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
15_58 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
15_59 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
15_60 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
